sample_id,iou_score
r001s010_107,0.6310
r042s018_139,0.7412
r040s067_41,0.5292
r001s020_75,0.5897
r042s025_57,0.6476
r009s032_60,0.5854
r011s014_76,0.8427
r040s037_56,0.6692
r031s028_103,0.7409
r004s030_83,0.3697
r031s033_74,0.6882
r004s002_71,0.6073
r038s033_94,0.4688
r002s011_128,0.4663
r052s019_106,0.1502
r031s012_89,0.4112
r004s024_85,0.3936
r040s075_85,0.5827
r009s121_22,0.1667
r034s014_119,0.6180
r027s050_80,0.5175
r038s067_82,0.4333
r003s001_93,0.3795
r005s081_89,0.4203
r040s078_88,0.4308
r015s025_63,0.0000
r052s031_105,0.4885
r011s030_95,0.4163
r011s010_85,0.5635
r004s003_121,0.2571
r010s032_97,0.7797
r003s012_112,0.4702
r004s024_112,0.7619
r004s004_131,0.5922
r048s012_92,0.5548
r009s078_72,0.3311
r027s047_88,0.6373
r038s089_60,0.8750
r052s031_89,0.3238
r009s058_68,0.6667
r011s012_77,0.6789
r031s014_49,1.0000
r009s032_102,0.6596
r031s001_117,0.6492
r010s007_71,0.7333
r042s025_64,0.6266
r047s001_87,0.6378
r046s008_51,0.2000
r001s016_83,0.4344
r047s016_36,0.7582
r031s004_95,0.4554
r040s075_106,0.4024
r001s038_17,0.7000
r009s064_90,0.3320
r017s106_42,0.5993
r009s064_76,0.7558
r009s008_87,0.1265
r048s008_58,0.6451
r048s029_62,0.6190
r052s032_98,0.5090
r019s009_65,0.4139
r038s061_123,0.7464
r002s011_100,0.5979
r040s024_139,0.2976
r034s003_102,0.6923
r027s032_72,0.5366
r047s038_88,0.6045
r004s020_91,0.6255
r024s018_63,0.4143
r038s041_91,0.4300
r004s011_112,0.4591
r018s007_127,0.2364
r002s005_92,0.1650
r040s037_99,0.0392
r052s007_105,0.6667
r038s084_81,0.3745
r004s025_97,0.3148
r034s008_81,0.2316
r028s008_106,0.5624
r023s017_141,0.5794
r009s099_91,0.5476
r052s007_111,0.6875
r004s019_93,0.4558
r004s020_106,0.5680
r005s068_112,0.7569
r034s011_120,0.7000
r001s012_95,0.2132
r034s039_63,0.7524
r040s064_70,0.2656
r034s021_85,0.1818
r046s007_101,0.7500
r009s123_102,0.5681
r047s038_95,0.4490
r005s081_70,0.6333
r009s062_76,0.6000
r052s016_86,0.5111
r005s075_90,0.4437
r048s018_93,0.6067
r002s008_64,0.7320
r047s038_126,0.6154
r004s020_83,0.7231
r048s008_114,0.8148
r048s006_31,0.6602
r028s008_110,0.5810
r034s047_90,0.7500
r046s011_93,0.0000
r034s003_46,0.6712
r011s010_94,0.5714
r002s008_101,0.4188
r031s004_76,0.7143
r027s047_72,0.6332
r040s024_120,0.1746
r048s018_145,0.4651
r001s001_87,0.6622
r048s016_134,0.5973
r038s014_138,0.3448
r001s001_90,0.6168
r010s016_77,0.7727
r001s010_33,0.4135
r001s012_86,0.6286
r005s026_66,0.3636
r009s121_29,0.6560
r003s012_61,0.5059
r001s001_119,0.5422
r009s123_115,0.5333
r001s017_38,0.6346
r034s014_66,0.5000
r009s088_79,0.4048
r047s001_119,0.4314
r038s078_91,0.6466
r028s013_78,0.6055
r031s032_90,0.7188
r009s082_79,0.8750
r040s037_29,0.0519
r010s016_88,0.5125
r047s044_77,0.5856
r004s003_136,0.6754
r017s106_70,0.4786
r034s015_84,0.6932
r005s075_80,0.7523
r001s029_111,0.6961
r023s017_106,0.0000
r004s009_67,0.6644
r047s044_83,0.4676
r048s008_65,0.4561
r024s005_144,0.3968
r001s008_34,0.3919
r004s009_75,0.6967
r010s007_98,0.4846
r031s001_29,0.6857
r040s086_134,0.4703
r048s016_153,0.6389
r001s012_79,0.5588
r027s006_94,0.7121
r015s016_130,0.6175
r038s010_106,0.0000
r038s056_129,0.7097
r005s026_70,1.0000
r001s012_92,0.4473
r009s034_73,0.6124
r009s007_83,0.0121
r010s027_123,0.4444
r048s016_149,0.3253
r009s099_99,0.5667
r009s053_88,0.6632
r005s070_76,0.5918
r004s028_63,0.3188
r009s064_80,0.6073
r009s123_67,0.6000
r031s005_104,0.5333
r017s106_41,0.5886
r035s012_63,0.4073
r038s014_121,0.5542
r002s008_123,0.5600
r004s004_76,0.6738
r052s019_12,0.7271
r005s075_55,0.7737
r011s010_74,0.8000
r031s028_111,0.6695
r023s008_69,0.7548
r005s068_61,0.4860
r034s048_114,0.5652
r038s078_103,0.7024
r038s018_77,0.5208
r047s041_99,0.5942
r047s041_81,0.6339
r018s001_111,0.5803
r011s010_92,0.6923
r009s125_93,0.7143
r040s024_117,0.1405
r031s019_144,0.5259
r031s028_82,0.6808
r015s027_76,0.2393
r009s021_111,0.6048
r019s004_113,0.5498
r042s035_80,0.3428
r009s055_104,0.6834
r048s043_77,0.7826
r038s078_23,0.0000
r040s044_122,0.6807
r004s019_119,0.4510
r028s014_35,0.6083
r035s012_93,0.5770
r001s030_68,0.2222
r004s002_60,0.5804
r004s015_60,0.6506
r040s024_122,0.1631
r047s018_88,0.3400
r018s012_133,0.2680
r010s027_80,0.6111
r009s032_76,0.2835
r047s001_144,0.5915
r038s056_109,0.7296
r023s007_106,0.8229
r004s009_73,0.7299
r009s067_98,0.5784
r048s006_43,0.6382
r009s085_26,0.6049
r009s022_51,0.4608
r015s027_80,0.2930
r015s027_60,0.4098
r002s006_77,0.4806
r052s007_113,0.5833
r034s039_121,1.0000
r015s016_70,0.2964
r034s026_78,0.5600
r038s096_81,0.6585
r015s018_42,0.7735
r005s068_127,0.5665
r005s031_89,0.6703
r042s025_150,0.5608
r001s009_128,0.6786
r042s025_107,0.5285
r040s024_141,0.3218
r004s004_92,0.6336
r005s068_76,0.8141
r009s007_70,0.2773
r015s026_92,0.5556
r002s008_85,0.6575
r040s044_90,0.0517
r039s002_74,0.5057
r004s029_122,0.3564
r028s008_59,0.4706
r034s013_127,0.5317
r048s006_29,0.6844
r009s032_65,0.0000
r018s007_114,0.5670
r038s071_74,0.5996
r015s027_111,0.6400
r011s029_90,0.7052
r031s027_98,0.0000
r031s017_79,0.6957
r052s021_128,0.4075
r048s038_76,0.6117
r034s003_78,0.4403
r031s033_99,0.3468
r034s039_94,0.6056
r004s025_91,0.2225
r031s022_51,0.5824
r009s124_31,0.4872
r005s076_97,0.7937
r031s035_65,0.5267
r017s106_43,0.6358
r038s061_62,0.6898
r001s039_91,0.6071
r023s008_59,0.7325
r001s009_91,0.4061
r005s074_103,0.5480
r004s019_88,0.3586
r009s121_37,0.0000
r052s031_81,0.4255
r038s064_125,0.6250
r034s007_119,0.5764
r038s022_102,0.4115
r034s026_89,0.5689
r018s012_97,0.0000
r015s016_111,0.6370
r009s024_106,0.6383
r038s084_64,0.5000
r005s074_108,0.5812
r048s038_63,0.7500
r001s030_80,0.7500
r042s025_95,0.5927
r034s039_48,0.8519
r042s008_91,0.7649
r034s048_82,0.5800
r040s044_100,0.0087
r004s003_76,0.5113
r001s008_72,0.7292
r009s041_32,0.0000
r042s018_64,0.4091
r010s008_100,0.8333
r004s004_106,0.6045
r042s018_144,0.7599
r038s061_146,0.5295
r034s026_95,0.5214
r048s004_108,0.3894
r049s007_59,0.6296
r010s016_105,0.6667
r047s031_69,0.3664
r005s081_80,0.4306
r038s056_145,0.2555
r038s089_92,0.6491
r010s027_115,0.6667
r018s007_105,0.3739
r005s075_73,0.7231
r002s006_122,0.4342
r019s004_123,0.5076
r023s008_78,0.0000
r038s078_61,0.5680
r004s004_71,0.7258
r038s035_77,0.6111
r047s001_105,0.5586
r028s008_89,0.5932
r015s001_112,0.5857
r009s018_110,0.6250
r038s048_95,0.5050
r028s013_63,0.5867
r031s020_64,0.6716
r028s002_59,0.3828
r038s022_69,0.2907
r015s016_52,0.5556
r027s048_90,0.6154
r011s030_104,0.6914
r040s064_56,0.5000
r005s081_116,0.6422
r004s002_54,0.5032
r046s007_91,0.6000
r015s027_69,0.3490
r040s086_28,0.4390
r034s008_70,0.5758
r015s025_79,0.8592
r031s031_98,0.3016
r019s004_11,0.5397
r024s002_105,0.5565
r040s075_87,0.4870
r009s103_129,0.6050
r028s007_97,0.6714
r034s036_34,0.6875
r001s029_76,0.7692
r052s031_114,0.3256
r034s039_69,0.7087
r009s103_136,0.5645
r048s016_146,0.4433
r009s022_33,0.6000
r027s047_93,0.5977
r011s008_92,0.4946
r019s008_66,0.3481
r039s002_73,0.5495
r018s012_110,0.4585
r035s006_94,0.5400
r027s048_125,0.4879
r048s004_129,0.5180
r028s002_101,0.2921
r031s019_129,0.5359
r002s006_124,0.3832
r047s031_94,0.3189
r040s086_47,0.6477
r009s078_88,0.7714
r031s005_71,0.6000
r031s033_120,0.3904
r042s011_99,0.6842
r009s027_33,0.5918
r009s007_115,0.0708
r005s081_115,0.4911
r052s019_83,0.4051
r019s008_79,1.0000
r049s011_108,0.6226
r048s008_86,0.3536
r048s004_102,0.4948
r038s014_126,0.4824
r009s090_82,0.9167
r002s008_78,0.6907
r042s035_100,0.3322
r009s032_109,0.6635
r034s026_74,0.6604
r040s044_147,0.1897
r034s026_102,0.4525
r010s027_93,0.7143
r038s082_104,0.8000
r004s019_99,0.2048
r005s074_70,0.3305
r034s021_94,0.6049
r048s018_135,0.7149
r001s012_71,0.5532
r040s037_34,0.2091
r009s029_79,0.4615
r009s090_86,1.0000
r047s041_74,0.6637
r004s015_103,0.3051
r038s084_125,0.6875
r009s021_117,0.6250
r038s084_117,0.6117
r049s005_26,0.7130
r009s063_58,0.5740
r042s035_74,0.6850
r009s008_89,0.0978
r049s018_86,0.0000
r009s007_73,0.5483
r028s008_76,0.4450
r035s012_79,0.5438
r009s034_98,0.5957
r004s011_78,0.3368
r048s012_82,0.7063
r009s032_83,0.0979
r004s010_125,1.0000
r027s048_126,0.4839
r017s106_103,0.1926
r038s096_97,0.6562
r004s028_110,0.1908
r047s038_41,0.2463
r001s001_133,0.5417
r005s031_56,0.6043
r047s044_88,0.4252
r047s041_82,0.6199
r038s036_93,0.3612
r015s001_108,0.5369
r005s068_124,0.5065
r011s015_108,0.7473
r047s031_62,0.2642
r042s018_98,0.6880
r038s048_69,0.4372
r001s004_150,0.8022
r017s106_66,0.4738
r005s074_81,0.4271
r038s089_90,0.6818
r009s022_88,0.7321
r004s003_117,0.2830
r009s007_126,0.3297
r038s084_78,0.4197
r009s007_80,0.6268
r034s026_75,0.6682
r038s078_83,0.6659
r031s001_98,0.6680
r042s035_78,0.3846
r011s008_67,0.5429
r042s021_98,0.3613
r001s008_54,0.2482
r001s004_127,0.7307
r005s068_120,0.6437
r048s004_68,0.5102
r009s099_94,0.6667
r038s071_91,0.3910
r038s022_112,0.2608
r028s005_136,0.4884
r047s013_94,0.5909
r003s001_80,0.3910
r034s014_83,0.4902
r009s085_100,0.5164
r034s026_125,0.5220
r001s006_78,0.2917
r038s061_109,0.7650
r038s078_78,0.6543
r009s067_93,0.5532
r042s035_89,0.2591
r009s125_48,0.7778
r038s014_113,0.7984
r047s001_88,0.4296
r009s008_83,0.5012
r049s007_80,0.5309
r040s064_100,0.7247
r038s016_80,0.3389
r004s029_62,0.4737
r038s082_92,0.7040
r009s053_105,0.7000
r048s004_72,0.6071
r035s012_101,0.6204
r042s025_117,0.4937
r004s002_72,0.5764
r042s021_54,0.5000
r009s055_96,0.7023
r018s007_63,0.4672
r005s074_73,0.3419
r011s014_68,0.3933
r002s005_86,0.8954
r015s027_40,0.8333
r031s004_69,0.7067
r001s013_63,0.5714
r038s035_61,0.5755
r028s014_31,0.5678
r031s014_36,0.5000
r027s048_143,0.6204
r017s104_109,0.6192
r009s024_119,0.3618
r005s068_66,0.7240
r005s068_85,0.5789
r047s001_108,0.5283
r019s004_117,0.4979
r047s041_129,0.3302
r040s044_114,0.6311
r002s006_86,0.2044
r031s033_62,0.6522
r038s033_100,0.3007
r031s001_91,0.6298
r040s044_124,0.4872
r038s071_94,0.4150
r031s004_85,0.6809
r040s078_99,0.5909
r042s011_108,1.0000
r047s027_99,0.4378
r018s012_119,0.1360
r009s022_105,0.8333
r034s010_73,1.0000
r040s054_104,0.0494
r017s116_132,0.7476
r018s007_125,0.9167
r001s020_95,0.0824
r001s020_53,0.4420
r009s007_124,0.1308
r048s012_70,0.4516
r004s002_77,0.4772
r018s012_92,0.1551
r011s032_80,0.5000
r038s097_112,0.6609
r009s053_82,1.0000
r047s041_123,0.3531
r052s016_74,0.2810
r002s008_127,0.6250
r038s016_93,0.5238
r001s027_86,0.7500
r031s001_86,0.4905
r042s021_64,0.6212
r031s022_104,0.7067
r034s022_34,0.5152
r009s088_27,1.0000
r031s033_101,0.1856
r009s103_67,0.5172
r009s041_33,0.5400
r004s024_67,0.7474
r031s001_65,0.5643
r038s036_71,0.4920
r047s031_85,0.2686
r009s085_76,0.5667
r004s025_128,0.0626
r018s001_117,0.4507
r038s048_41,0.5345
r046s008_90,0.7536
r031s031_92,0.3559
r052s032_64,0.7736
r004s019_101,0.1487
r002s006_91,0.2390
r004s011_56,0.6686
r018s007_130,0.4444
r038s097_104,0.6649
r002s011_117,0.3526
r011s012_109,0.5714
r031s005_102,0.6667
r018s012_86,0.4196
r009s007_59,0.5859
r005s074_71,0.3369
r018s007_76,0.6191
r048s006_23,0.7537
r034s039_70,0.7096
r052s014_80,0.5797
r009s124_37,0.8889
r028s007_94,0.5419
r017s106_49,0.6833
r031s029_66,0.2000
r028s002_44,0.6535
r009s125_92,0.7500
r038s014_140,0.2799
r034s040_91,0.6179
r009s113_18,0.6000
r040s054_96,0.7162
r031s028_81,0.5991
r009s096_95,0.5914
r009s037_36,0.5476
r047s001_92,0.5481
r038s056_100,0.6703
r004s004_82,0.6774
r001s009_133,0.6707
r009s027_31,0.6486
r001s009_109,0.4270
r003s008_89,0.6504
r040s047_129,0.3395
r002s011_123,0.3734
r009s085_39,0.5486
r011s030_93,0.4439
r001s010_30,0.2810
r038s078_62,0.5788
r028s008_87,0.6191
r038s023_99,0.0778
r005s081_112,0.4116
r034s048_97,0.5000
r001s034_74,0.7757
r004s004_109,0.7665
r028s014_13,0.6053
r029s009_109,0.7576
r019s008_56,0.8667
r009s053_107,0.3182
r003s008_101,0.4342
r001s009_105,0.7644
r004s020_97,0.5705
r034s039_62,0.6587
r015s016_133,0.3571
r011s032_97,0.6975
r052s021_109,0.5503
r031s001_52,0.7577
r017s104_134,0.3958
r003s001_118,0.5742
r031s017_89,1.0000
r001s008_51,0.5568
r017s104_74,0.4865
r038s071_106,0.4433
r038s043_117,0.7100
r040s054_65,0.4206
r009s008_41,0.5000
r031s031_90,0.3183
r034s039_114,0.4746
r031s019_112,0.6667
r048s012_107,0.4232
r011s029_84,0.6255
r042s004_41,0.6000
r034s010_69,0.5714
r031s020_60,0.6222
r047s027_56,0.3438
r038s036_74,0.2474
r031s005_79,0.4943
r048s008_42,0.6303
r009s024_107,0.5337
r009s088_100,0.3441
r028s007_102,0.8333
r004s011_45,0.3237
r004s025_136,0.4022
r009s054_86,0.5795
r031s001_64,0.5218
r004s020_148,0.7200
r005s075_67,0.7716
r031s014_42,0.5912
r015s027_63,0.4420
r015s027_97,0.1535
r004s015_58,0.7007
r019s009_79,0.3674
r019s004_110,0.6460
r038s097_94,0.4429
r001s030_76,0.7424
r042s018_115,0.7573
r031s022_126,0.6748
r001s010_43,0.3472
r034s013_77,0.5335
r018s007_129,0.4054
r034s003_63,0.2948
r031s027_96,0.3273
r034s021_91,0.5258
r042s008_102,0.4881
r040s024_87,0.6488
r034s026_101,0.4843
r010s007_72,0.5526
r042s018_145,0.7749
r023s007_88,0.8300
r009s008_97,0.6205
r031s019_118,0.7143
r011s010_98,0.4813
r001s027_74,0.6104
r005s048_31,0.7333
r004s024_110,0.4507
r004s004_66,0.7441
r031s012_60,0.8889
r040s063_36,0.6667
r052s032_119,0.7500
r047s027_83,0.4904
r049s011_91,0.5929
r048s016_80,0.4283
r047s031_95,0.3349
r017s106_123,0.3304
r028s007_85,0.6939
r009s113_23,1.0000
r039s003_80,0.6232
r009s099_102,0.7667
r038s041_105,0.2000
r040s075_86,0.5832
r034s003_110,0.2300
r048s006_54,0.6406
r028s009_73,0.5464
r048s018_137,0.6407
r047s013_60,0.8667
r009s088_106,0.2597
r001s001_84,0.5858
r038s084_89,0.6644
r042s035_96,0.3907
r040s010_86,0.2379
r009s034_79,0.5767
r038s016_94,0.4000
r038s022_64,0.3086
r047s050_81,0.3582
r018s007_85,0.5931
r031s020_112,0.5446
r038s056_58,0.5192
r031s035_72,0.3408
r052s019_93,0.3170
r040s067_58,0.5852
r009s103_107,0.4588
r028s002_58,0.3607
r028s011_33,0.5476
r001s010_80,0.7608
r004s004_67,0.7434
r038s010_94,0.7436
r009s085_17,0.6883
r031s019_122,0.6422
r009s085_38,0.4311
r003s008_72,0.6085
r034s013_139,0.6578
r038s018_102,0.6760
r004s028_71,0.5624
r034s011_78,0.8393
r040s037_104,0.5964
r040s075_88,0.2468
r040s086_95,0.7413
r042s025_86,0.6918
r024s018_97,0.4828
r042s018_124,0.8002
r009s088_30,0.6341
r001s010_55,0.5522
r004s009_104,0.3027
r052s023_29,1.0000
r046s008_89,0.7857
r031s020_124,0.5398
r048s016_101,0.5713
r034s011_88,0.5137
r047s013_107,0.6800
r011s011_76,1.0000
r031s023_56,0.8163
r040s064_76,0.7551
r028s005_119,0.5627
r009s085_18,0.5996
r009s025_33,0.6596
r038s010_87,0.5781
r034s026_49,0.0000
r010s007_99,0.5610
r040s024_103,0.6037
r001s010_125,0.5643
r040s054_92,0.4756
r034s039_81,0.5536
r010s008_75,0.6182
r042s025_88,0.7175
r048s012_73,0.7397
r040s044_80,0.0159
r042s008_105,0.5516
r009s096_118,0.6622
r040s010_126,0.2361
r034s003_27,0.4109
r038s071_92,0.3406
r040s054_89,0.6015
r034s014_117,0.4783
r040s010_101,0.5863
r049s011_112,0.4550
r009s096_114,0.7500
r040s067_85,0.6089
r009s103_128,0.6278
r042s033_98,0.2964
r040s075_107,0.3782
r004s028_56,0.3277
r042s021_87,0.6759
r040s075_73,0.3864
r009s058_94,0.5667
r009s008_102,0.6667
r019s009_60,0.3249
r028s007_108,0.8214
r031s029_103,0.7582
r002s001_74,0.7113
r019s004_66,0.5652
r023s017_132,0.4761
r046s007_102,0.7500
r004s004_114,0.7142
r047s031_74,0.3017
r042s021_94,0.5578
r040s024_110,0.4994
r034s011_109,0.6859
r040s075_70,0.5575
r050s005_16,0.5000
r002s011_77,0.7000
r038s047_63,0.7895
r004s010_104,0.0806
r028s013_118,0.5670
r009s029_65,0.4593
r027s013_94,0.6250
r017s104_55,0.5735
r010s027_119,0.6667
r004s025_99,0.2321
r004s010_76,0.6038
r040s044_84,0.5436
r027s048_82,0.6198
r001s010_120,0.6107
r005s068_107,0.7074
r009s067_83,0.5529
r047s038_66,0.5448
r047s001_107,0.5182
r011s021_76,0.6154
r014s002_132,1.0000
r009s090_73,0.5556
r048s004_77,0.4667
r038s047_110,0.5855
r010s006_91,0.8214
r004s004_126,0.6206
r031s001_124,0.6420
r031s033_130,0.1971
r009s008_93,0.5634
r028s013_91,0.3289
r042s021_59,0.8500
r009s053_103,0.5500
r038s078_63,0.5749
r009s037_94,0.1976
r017s116_79,0.5833
r024s005_127,0.5372
r035s012_76,0.4913
r038s043_152,0.0000
r015s025_88,0.7323
r038s047_95,0.5758
r009s085_104,0.3705
r009s125_102,0.7798
r004s003_78,0.6056
r047s050_83,0.5190
r028s002_63,0.2904
r009s085_16,0.7162
r040s063_59,0.6637
r038s047_103,0.5069
r040s086_38,0.5914
r040s086_131,0.3601
r009s096_113,0.6000
r024s005_124,0.4921
r009s085_19,0.5212
r042s008_144,0.7783
r048s043_68,0.8400
r038s071_43,0.4630
r034s039_56,0.5983
r009s055_74,0.5362
r001s013_127,0.5316
r005s075_95,0.6087
r009s096_99,0.7211
r002s006_78,0.6115
r004s020_55,0.6667
r005s074_125,0.6329
r001s034_66,0.6642
r004s003_87,0.0991
r042s008_97,0.6269
r001s016_92,0.6545
r017s116_117,0.4505
r019s010_56,0.0000
r002s005_90,0.3824
r038s084_104,0.5507
r040s044_93,0.5500
r034s012_44,0.5301
r034s010_65,0.6500
r009s055_114,0.3522
r009s074_91,0.7778
r009s085_101,0.7673
r001s010_131,0.5909
r015s016_124,0.5722
r005s068_80,0.7952
r048s043_79,0.6912
r010s014_69,0.7778
r047s038_93,0.4748
r034s039_54,0.6503
r002s011_133,0.4425
r003s008_87,0.5681
r052s014_77,0.6510
r038s041_90,0.5506
r005s081_85,0.2299
r002s011_110,0.4842
r011s012_71,0.7027
r042s008_84,0.5030
r052s014_56,0.5815
r042s025_123,0.5763
r038s033_72,0.5331
r038s043_75,0.1803
r031s022_65,0.5612
r018s007_115,0.4129
r040s064_91,0.4683
r040s086_81,0.6566
r002s009_77,0.5124
r038s043_136,0.4847
r005s031_105,0.5909
r002s011_142,0.6067
r011s030_100,0.4863
r009s058_107,0.6000
r011s017_102,0.4928
r004s010_113,0.3707
r040s075_141,0.5652
r001s030_82,0.7308
r024s002_78,0.3449
r001s029_79,0.9231
r004s003_84,0.2301
r004s010_75,0.5000
r009s029_81,0.1694
r010s007_101,0.6211
r002s008_104,0.3615
r027s048_76,0.5125
r002s001_66,0.6250
r009s054_97,0.7778
r001s020_79,0.7360
r015s018_38,0.7290
r017s106_81,0.3521
r047s038_72,0.6226
r009s054_96,0.7222
r009s032_100,0.4898
r040s049_35,0.6873
r002s011_76,0.3750
r009s034_95,0.7083
r017s118_83,0.6122
r047s038_35,0.6250
r011s030_70,0.6842
r038s096_96,0.4500
r001s004_139,0.7298
r002s006_83,0.3863
r009s090_84,0.7273
r002s009_108,0.1709
r009s113_19,0.5600
r004s030_95,0.4308
r004s002_107,0.5383
r028s007_113,0.8500
r047s038_64,0.5777
r003s008_44,0.4195
r015s016_104,0.7407
r004s030_120,0.6132
r002s011_148,0.4439
r052s021_90,0.6081
r028s009_80,0.3679
r010s007_74,0.5529
r038s056_83,0.5986
r018s001_125,1.0000
r040s086_61,0.5985
r028s007_129,0.4484
r038s097_102,0.6667
r019s004_146,0.4601
r009s054_95,0.5952
r038s061_54,0.5446
r001s004_45,0.5969
r038s056_132,0.6008
r010s006_81,0.8214
r010s007_70,0.6944
r001s030_140,0.7222
r034s015_99,0.3581
r001s009_123,0.3688
r009s063_74,0.6667
r031s001_71,0.6173
r019s004_16,0.5965
r001s017_109,0.0000
r019s004_103,0.6412
r004s003_131,0.5545
r040s010_78,0.2250
r039s002_86,0.4578
r009s005_36,1.0000
r009s007_55,0.6207
r009s058_150,0.0000
r052s014_83,0.6054
r038s023_79,0.6095
r004s025_86,0.5970
r004s002_70,0.4687
r017s104_86,0.5303
r023s008_131,0.6015
r038s014_97,0.6212
r027s050_70,0.6000
r042s008_111,0.6380
r038s078_95,0.6813
r038s014_69,0.4391
r004s029_140,0.5133
r004s030_100,0.4944
r052s032_95,0.4208
r038s048_40,0.3758
r034s047_71,1.0000
r031s031_96,0.8032
r001s020_41,0.5502
r002s005_96,0.4017
r038s041_98,0.3841
r001s012_117,0.4421
r001s010_118,0.6210
r052s032_74,0.3846
r040s010_84,0.1852
r009s085_27,0.6137
r009s024_132,0.3956
r048s006_9,0.6733
r035s006_73,0.4490
r038s082_86,0.6270
r034s013_106,0.4324
r019s008_57,0.7143
r009s085_106,0.4098
r040s086_82,0.6574
r009s021_114,0.7143
r038s023_102,0.6515
r003s010_32,0.6667
r018s007_80,0.5748
r017s106_136,0.6250
r052s032_72,0.3802
r005s068_128,0.4752
r004s020_69,0.6531
r046s008_43,0.5570
r048s018_151,0.6522
r047s001_145,0.5372
r031s036_85,0.6047
r009s087_59,0.2500
r040s037_60,0.5901
r009s029_72,0.5039
r031s020_135,0.3940
r001s008_52,0.5278
r031s019_127,0.5340
r049s018_85,0.5000
r038s035_68,0.4174
r038s043_112,0.4465
r017s116_131,0.6536
r038s071_90,0.3789
r004s010_92,0.2803
r031s032_92,0.7143
r001s039_74,0.7429
r009s123_101,0.4749
r047s018_89,0.3281
r002s009_83,0.5143
r009s032_98,0.5745
r031s012_101,0.7490
r001s012_91,0.5857
r034s039_80,0.5768
r034s003_64,0.3892
r034s014_98,0.2690
r042s008_82,0.5893
r009s063_68,0.5000
r017s106_82,0.2761
r015s026_114,0.4800
r010s029_83,0.8125
r034s048_83,0.4167
r031s032_71,0.7619
r034s012_23,0.3750
r031s036_87,0.6522
r042s021_67,0.6615
r003s001_105,0.2869
r009s063_53,0.5297
r028s007_119,0.7500
r009s090_56,0.7400
r040s086_65,0.5365
r015s027_114,1.0000
r019s004_77,0.4340
r002s008_43,0.6000
r001s026_82,0.6864
r038s023_83,0.5775
r009s062_77,1.0000
r028s013_115,0.5385
r028s007_105,0.8889
r038s071_118,0.6667
r048s043_71,0.6322
r034s048_111,0.9286
r047s038_117,0.0592
r028s013_81,0.4848
r004s020_127,0.3985
r001s004_16,0.6860
r038s047_89,0.5858
r040s054_62,0.4494
r031s022_94,0.7474
r005s075_64,0.7505
r010s007_109,0.5735
r010s014_77,1.0000
r015s027_93,0.1945
r004s003_140,0.6957
r009s078_77,0.6465
r018s001_101,0.5800
r015s016_125,0.4875
r034s014_84,0.2815
r050s008_73,0.5000
r009s124_119,0.4490
r009s099_92,0.5926
r042s025_63,0.6218
r023s007_72,0.7000
r027s006_79,0.7500
r010s016_74,0.6383
r010s008_91,0.3133
r015s025_93,0.4239
r038s078_53,0.6520
r040s064_67,0.4865
r031s005_76,0.1471
r028s009_89,0.7195
r039s003_73,0.6250
r047s050_75,0.4558
r031s032_98,1.0000
r031s005_123,0.5600
r027s047_73,0.6615
r052s019_14,0.5937
r029s009_70,0.4141
r038s041_111,0.6111
r004s030_122,0.5780
r001s008_27,0.0685
r002s008_94,0.4553
r035s013_57,0.1278
r038s071_117,0.7692
r031s031_84,0.7460
r002s001_96,0.4534
r017s106_37,0.6729
r001s027_61,0.5926
r031s023_69,0.5000
r052s007_116,0.8667
r049s024_39,0.4602
r004s019_92,0.4457
r031s022_109,0.7451
r042s008_80,0.4031
r034s048_85,0.0000
r004s028_54,0.5053
r040s075_96,0.5873
r038s061_80,0.6585
r004s010_82,0.4448
r009s067_46,0.0000
r004s029_91,0.4307
r027s050_93,0.6003
r002s005_81,0.5462
r009s088_94,0.3519
r034s032_80,0.6111
r009s064_86,0.5160
r040s037_130,0.0329
r004s020_71,0.7903
r004s019_31,0.5065
r004s004_83,0.6486
r005s031_120,0.5584
r034s039_82,0.4978
r042s008_127,0.6516
r040s044_83,0.0364
r004s010_95,0.1921
r017s104_64,0.5984
r031s036_112,0.5791
r038s016_71,0.1299
r009s051_31,0.3434
r047s001_84,0.4643
r009s103_108,0.4861
r004s024_98,0.3544
r034s039_93,0.4639
r038s071_48,0.4226
r035s006_69,0.5016
r040s037_132,0.4938
r031s005_111,0.5455
r048s004_141,0.5000
r029s007_89,0.3559
r009s005_38,0.5714
r047s038_65,0.5332
r003s012_80,0.3531
r047s001_120,0.4310
r001s026_99,0.4811
r047s048_34,0.6265
r034s015_96,0.3696
r035s006_106,0.7538
r034s015_113,0.6042
r034s003_28,0.6680
r038s014_105,0.6541
r003s008_126,0.4864
r011s012_84,0.7273
r017s106_98,0.3467
r040s037_44,0.5012
r047s001_85,0.4407
r005s068_114,0.7031
r042s018_86,0.6219
r011s014_77,0.7246
r011s012_86,0.6897
r034s037_86,0.4727
r031s019_113,0.5000
r002s009_109,0.4847
r009s007_110,0.1525
r034s048_67,0.4012
r010s016_73,0.7174
r034s015_117,1.0000
r001s001_129,0.4553
r001s006_45,0.5556
r002s011_97,0.4270
r001s012_75,0.5397
r009s085_51,0.0000
r035s012_80,0.4812
r028s013_124,0.7273
r040s045_104,0.5943
r040s010_100,0.2701
r038s036_80,0.3283
r052s021_146,0.4571
r009s055_105,0.5047
r052s023_33,0.6250
