sample_id,iou_score
r004s030_129,0.5280
r005s070_70,0.8571
r004s030_123,0.5752
r031s001_120,0.4871
r028s008_123,0.4522
r034s013_129,0.5081
r009s103_104,0.4321
r047s050_85,0.1636
r002s005_71,0.7212
r002s009_58,0.5026
r048s016_147,0.3338
r038s097_115,0.6250
r048s012_113,0.6302
r004s025_88,0.6189
r042s018_130,0.7561
r011s034_66,0.7778
r031s032_75,0.6000
r019s009_85,0.5164
r048s008_66,0.5546
r035s006_86,0.5705
r017s116_108,0.4426
r004s028_85,0.6678
r038s082_80,0.0000
r009s121_68,0.6538
r038s036_81,0.2662
r034s026_112,0.5097
r034s015_97,0.4437
r052s019_126,0.3525
r048s012_131,0.4524
r048s006_65,0.8333
r015s027_38,0.6667
r015s016_122,0.6025
r004s004_68,0.7458
r004s015_74,0.7011
r004s015_71,0.5720
r028s007_74,0.3333
r031s004_96,0.4384
r031s005_65,0.6364
r049s005_27,0.5584
r047s044_96,0.4932
r038s014_66,0.4900
r028s013_90,0.5474
r009s029_93,0.6802
r028s005_112,0.6667
r040s078_97,0.7225
r009s058_149,1.0000
r034s007_82,0.5085
r040s067_81,0.6237
r009s034_86,0.6282
r004s002_67,0.4970
r004s004_77,0.6773
r011s015_105,0.6822
r001s006_68,0.6600
r001s020_107,0.3907
r001s029_78,0.7353
r042s008_69,1.0000
r038s067_90,0.3675
r019s004_158,1.0000
r038s056_117,0.7577
r040s064_60,0.7679
r010s032_90,0.6667
r005s074_79,0.4461
r009s053_102,0.5429
r042s018_104,0.6958
r017s106_115,0.1547
r011s029_87,0.6322
r028s008_120,0.4915
r001s012_93,0.2646
r047s041_58,0.7062
r052s032_75,0.4611
r049s007_82,0.7200
r002s006_72,0.4353
r009s018_111,0.7500
r023s017_130,0.5432
r034s032_62,1.0000
r001s017_30,0.4348
r034s015_102,0.3017
r009s090_57,0.7500
r034s015_85,0.3492
r004s011_71,0.5325
r052s031_73,0.5327
r052s031_68,0.6667
r009s103_109,0.4890
r018s007_68,0.6334
r018s001_124,0.4865
r009s096_123,0.6667
r048s006_32,0.7052
r040s078_70,0.3230
r010s007_105,0.8527
r052s019_5,0.4932
r047s041_49,0.4183
r017s116_127,0.5659
r052s014_98,0.3905
r009s005_86,0.6094
r004s024_95,0.3529
r031s028_61,0.4403
r040s067_94,0.0093
r003s001_97,0.3060
r015s001_121,1.0000
r040s037_41,0.5029
r009s113_91,0.6857
r042s021_97,0.5933
r031s001_36,0.7806
r001s001_139,1.0000
r028s013_61,0.3750
r001s020_77,0.6747
r011s008_91,0.7799
r038s036_66,0.4171
r015s027_55,0.3974
r034s007_103,0.4073
r048s018_85,0.3803
r031s001_119,0.4611
r052s019_139,0.6071
r001s013_62,0.4902
r040s037_39,0.5685
r005s075_62,0.7976
r048s008_44,0.4680
r009s121_32,0.4286
r040s010_107,0.5905
r040s037_33,0.3672
r005s075_84,0.5503
r011s030_97,0.1706
r024s005_101,0.5497
r038s043_83,0.2086
r038s071_63,0.0722
r040s024_129,0.2734
r011s017_92,0.4205
r009s008_54,0.6500
r048s012_119,0.4861
r005s081_109,0.3657
r047s044_62,0.5558
r010s027_88,0.0000
r015s016_89,0.0040
r009s032_31,0.8333
r024s005_99,0.6184
r023s007_113,0.7155
r028s009_77,0.6572
r029s009_88,0.6639
r004s028_140,0.0556
r002s008_74,0.7295
r048s016_107,0.6190
r034s007_110,0.5997
r024s002_139,0.1316
r028s013_64,0.6255
r004s002_92,0.2649
r001s001_79,0.5934
r005s068_110,0.6009
r034s039_77,0.6695
r038s082_106,1.0000
r040s075_65,0.4295
r031s035_117,0.3558
r002s011_127,0.4642
r015s001_102,0.7082
r023s007_110,0.8363
r042s021_50,0.6071
r042s035_69,0.3101
r009s021_84,0.5591
r048s012_97,0.4587
r004s029_121,0.4016
r049s020_80,1.0000
r018s012_80,0.7500
r009s074_104,0.6800
r031s012_74,0.6223
r019s010_60,0.5263
r027s048_119,0.4653
r031s028_75,0.5173
r038s047_80,0.4205
r005s048_30,0.6786
r011s012_101,0.5123
r048s038_90,0.7368
r040s024_85,0.5127
r005s068_104,0.7308
r001s009_117,0.5656
r028s007_106,0.7917
r038s018_109,0.5413
r031s028_91,0.4938
r005s031_66,0.6301
r002s011_141,0.5465
r009s007_128,0.5096
r011s012_61,0.7818
r048s004_114,0.2832
r038s061_121,0.7618
r047s027_59,0.3690
r001s004_122,0.5077
r001s030_89,0.7857
r047s031_97,0.3558
r047s027_95,0.4845
r009s025_31,0.6923
r040s037_108,0.0442
r047s013_98,0.6875
r052s023_41,0.5698
r040s086_132,0.3311
r015s016_90,0.6899
r038s048_86,0.6189
r009s063_75,0.6429
r031s035_135,0.2329
r052s007_45,0.6667
r002s009_90,0.4104
r042s021_40,0.6667
r004s030_82,0.3405
r040s024_142,0.3417
r040s037_83,0.6056
r004s004_80,0.6826
r047s041_87,0.6394
r004s030_128,0.5363
r047s041_106,0.5347
r004s020_126,0.4561
r018s012_78,0.5000
r009s103_125,0.6064
r048s012_103,0.4970
r019s009_74,0.6353
r047s041_112,0.5482
r004s030_132,0.5687
r001s030_102,0.5684
r002s008_113,0.3163
r028s005_138,0.7532
r038s014_102,0.6075
r004s015_45,0.6676
r001s006_100,0.6111
r028s005_135,0.4820
r034s007_100,0.5634
r009s123_72,0.4853
r028s002_55,0.3529
r009s123_110,0.3294
r038s048_38,0.2480
r050s005_20,0.6071
r018s012_79,0.5000
r034s007_99,0.4906
r038s078_110,0.7023
r001s029_85,0.6250
r040s067_46,0.5252
r042s021_70,0.5815
r049s020_71,0.8163
r034s011_110,0.6300
r034s003_61,0.3286
r001s016_65,0.3274
r047s001_142,0.5945
r040s037_35,0.4050
r009s034_77,0.5390
r009s113_84,0.5363
r052s014_87,0.5885
r011s012_85,0.7576
r004s028_133,0.6571
r015s001_88,0.6935
r027s032_70,0.7528
r038s041_84,0.7895
r019s009_72,0.4963
r011s015_101,0.6091
r015s016_67,0.6302
r005s074_67,0.3984
r018s007_61,0.6903
r024s013_94,0.5385
r031s031_83,0.6600
r018s012_138,0.4948
r031s022_119,0.6032
r001s013_106,0.7021
r009s024_43,0.6875
r042s033_93,0.3462
r038s078_26,0.2803
r023s017_118,0.3541
r004s015_57,0.7130
r004s029_112,0.3823
r034s037_78,0.8000
r038s010_89,0.7812
r011s015_86,0.7143
r001s013_139,0.5474
r004s015_84,0.5637
r034s048_66,0.4235
r011s030_78,0.7727
r047s041_44,0.0000
r047s050_74,0.5571
r018s012_109,0.4588
r001s004_144,0.7654
r034s013_95,0.4034
r052s014_51,0.5581
r029s007_61,0.3949
r002s006_68,0.6276
r017s116_98,0.1562
r015s025_86,0.3469
r027s048_64,0.5377
r042s011_100,0.8387
r009s103_90,0.6067
r009s053_104,0.5667
r005s075_89,0.5266
r052s032_63,0.7063
r046s007_97,0.6556
r038s071_50,0.4144
r048s008_80,0.4477
r015s027_67,0.3576
r019s004_126,0.4368
r001s006_76,0.1786
r011s012_57,0.5952
r048s004_140,0.9444
r019s010_71,0.5570
r010s021_92,0.7255
r038s018_103,0.7338
r052s014_92,0.3772
r046s011_101,0.0764
r034s021_117,0.7254
r009s095_104,0.6481
r047s001_122,0.4686
r048s006_50,0.6390
r001s020_98,0.0633
r009s008_51,0.5882
r011s012_107,0.7222
r034s032_83,0.5152
r048s006_5,1.0000
r038s078_51,0.5806
r038s061_128,0.7485
r047s038_42,0.0816
r038s061_52,0.5882
r034s048_76,0.4600
r001s017_98,0.5064
r018s012_107,0.0535
r034s026_127,0.2586
r004s030_72,0.5000
r003s008_34,0.6964
r034s021_113,0.7688
r011s017_110,0.7333
r042s025_40,0.6248
r028s008_99,0.6615
r015s001_82,0.5839
r040s067_28,0.5231
r009s078_122,0.7222
r029s007_87,0.2979
r038s014_91,0.6098
r009s038_93,0.7143
r001s004_119,0.4438
r009s103_142,0.6429
r040s024_81,0.4240
r038s078_97,0.6979
r004s030_105,0.6349
r040s086_88,0.6600
r009s085_127,0.7000
r034s012_38,0.4897
r046s008_38,0.8532
r038s018_69,0.5625
r048s012_129,0.4436
r042s021_61,0.7000
r011s017_108,0.6389
r004s011_123,0.4647
r004s009_66,0.6364
r002s008_125,0.7321
r038s018_93,0.3636
r018s007_107,0.3218
r009s123_99,0.5136
r001s006_60,0.6333
r010s006_73,0.6667
r038s061_51,1.0000
r001s020_63,0.5692
r038s067_87,0.3821
r009s024_131,0.5464
r001s016_90,0.8265
r034s012_37,0.5758
r009s063_66,0.5378
r028s009_79,0.3636
r009s103_77,0.1650
r038s047_97,0.6494
r023s017_147,0.5771
r042s018_108,0.7411
r040s010_131,0.1004
r004s004_117,0.7077
r040s010_69,0.8571
r001s020_89,0.3503
r031s001_102,0.5602
r001s020_20,0.5714
r002s006_111,0.2511
r038s043_108,0.4228
r003s012_58,0.4295
r009s123_83,1.0000
r009s007_121,0.1501
r038s061_72,0.7168
r048s029_63,0.7857
r011s034_73,0.8000
r009s024_44,0.3333
r047s031_99,0.3734
r009s007_28,0.6250
r052s019_112,0.3164
r001s001_88,0.6785
r027s047_85,0.7350
r027s048_54,0.1487
r034s021_123,0.7872
r001s030_97,0.6735
r001s020_56,0.4231
r042s025_69,0.5721
r024s018_107,0.7013
r040s037_70,0.5778
r038s064_82,0.4632
r038s078_139,0.6667
r019s004_85,0.5907
r042s018_136,0.7053
r015s016_115,0.5765
r040s024_128,0.1698
r004s029_88,0.3110
r031s033_78,0.5843
r009s005_82,0.6000
r009s113_25,1.0000
r038s082_54,0.0000
r050s002_58,0.5405
r003s008_118,0.6423
r038s016_82,0.2857
r003s001_66,0.4402
r001s010_41,0.1395
r047s041_91,0.6484
r010s001_101,0.6829
r040s078_61,0.5238
r034s039_90,0.3260
r052s031_96,0.3459
r001s013_92,0.5198
r038s041_108,0.5333
r009s090_63,0.5455
r048s016_103,0.5980
r009s054_94,0.7609
r052s014_88,0.6451
r038s036_76,0.2733
r040s064_93,0.4327
r005s068_113,0.6620
r004s010_109,0.1853
r031s001_99,0.5920
r018s007_112,0.3045
r009s124_110,0.5641
r035s012_55,0.2128
r047s041_63,0.5042
r001s004_138,0.7901
r038s048_36,0.5147
r004s009_81,0.6735
r019s009_87,0.4711
r028s002_68,0.2744
r031s035_106,0.5759
r042s025_120,0.6086
r009s029_75,0.5354
r042s033_82,0.4545
r035s012_40,0.4910
r001s039_90,0.7253
r004s025_77,0.7642
r038s047_114,0.5109
r004s029_93,0.4198
r005s048_29,0.7679
r009s067_79,0.5698
r018s012_117,0.4335
r004s025_133,0.1178
r001s020_52,0.5161
r052s019_131,0.5506
r048s038_100,0.6275
r015s027_52,0.0237
r028s007_96,0.5521
r002s006_79,0.5957
r009s123_90,0.5878
r009s103_63,0.5904
r009s064_77,0.6920
r001s006_70,0.6875
r011s012_83,0.7222
r019s004_140,0.1706
r047s038_127,1.0000
r040s086_87,0.6979
r004s003_79,0.4529
r048s018_148,0.3316
r010s007_87,0.5563
r009s034_101,0.0000
r004s029_74,0.4430
r038s043_95,0.2984
r048s012_140,0.5938
r004s024_76,0.4842
r048s018_136,0.6789
r034s040_94,0.7176
r009s096_81,0.6549
r048s004_54,0.5269
r005s031_48,0.5407
r042s004_40,0.5500
r005s026_67,0.7143
r001s020_94,0.0587
r034s003_87,0.3302
r031s027_91,0.5539
r031s004_84,0.6310
r040s067_107,0.1386
r048s029_71,0.7619
r024s018_101,0.6158
r042s008_103,0.5113
r052s021_99,0.5103
r009s103_73,0.1771
r034s013_92,0.3898
r038s064_85,0.4382
r011s032_102,0.6667
r042s025_142,0.5367
r002s006_74,0.4595
r038s022_74,0.2280
r038s033_63,0.4565
r010s021_98,0.2973
r009s085_35,0.5963
r046s008_39,0.7523
r009s113_80,0.5192
r004s030_85,0.4850
r040s067_34,0.4372
r009s096_87,0.6412
r047s038_54,0.3616
r001s027_68,0.6111
r031s029_72,0.6000
r004s011_101,0.2051
r038s056_82,0.6154
r047s001_156,0.2353
r009s118_79,0.7830
r018s007_94,0.4926
r009s054_85,0.5556
r017s106_88,0.6410
r042s035_106,0.5882
r040s024_106,0.7158
r005s068_72,0.7020
r042s025_93,0.5225
r009s058_75,0.5385
r001s020_60,0.0213
r009s103_62,0.5873
r017s104_144,0.5652
r023s008_82,0.5522
r042s025_60,0.5763
r024s018_106,0.5694
r038s078_138,0.6944
r009s005_92,0.6071
r034s037_83,0.5625
r048s043_64,0.5067
r004s011_96,0.3066
r038s014_85,0.5628
r009s007_116,0.1685
r009s022_75,0.4227
r047s048_44,0.7250
r052s021_130,0.4591
r047s027_75,0.6018
r038s036_91,0.4962
r048s004_81,0.4429
r031s035_70,0.3812
r024s011_76,0.7157
r048s008_77,0.5340
r031s029_60,0.6700
r039s003_86,0.6486
r009s021_109,0.6963
r038s067_94,0.6429
r034s047_84,0.7204
r052s019_107,0.2264
r040s086_108,0.7307
r048s043_62,0.7752
r019s008_76,0.6066
r009s032_37,0.8333
r017s106_58,0.5450
r023s008_124,0.6318
r034s008_65,0.5469
r004s020_95,0.6166
r024s005_132,0.4809
r017s104_143,0.3223
r004s020_123,0.4611
r047s031_88,0.2702
r038s018_101,0.7007
r003s001_54,0.4000
r047s031_65,0.3645
r024s013_82,0.6944
r017s106_83,0.3380
r024s011_67,0.7068
r010s027_102,0.5833
r009s096_121,0.5000
r034s039_105,0.4694
r048s004_74,0.5857
r009s032_35,0.4571
r048s004_137,0.8049
r046s007_89,0.7586
r003s012_101,0.1742
r003s008_52,0.5500
r009s067_75,0.4750
r009s037_96,0.5845
r028s014_18,0.4305
r034s011_92,0.2730
r031s022_73,0.7093
r009s074_97,0.6275
r004s028_119,0.1131
r031s029_91,0.6412
r011s015_83,0.0000
r031s036_113,0.6722
r001s008_30,0.2857
r028s007_127,0.6078
r028s014_41,0.7321
r031s020_136,0.2431
r027s048_109,0.5937
r047s041_93,0.5875
r040s049_44,0.5842
r002s009_91,0.3499
r009s067_141,0.6094
r042s033_100,0.3134
r031s035_141,0.5000
r011s034_72,0.6667
r009s125_88,0.5938
r040s044_54,0.5788
r038s061_110,0.7438
r052s016_66,0.5132
r009s118_85,0.0000
r038s078_93,0.6553
r015s027_49,0.5064
r034s013_142,0.7136
r001s006_96,0.0350
r003s001_63,0.5791
r009s124_111,0.6559
r042s035_110,0.8000
r001s026_88,0.5531
r042s011_78,0.4561
r034s026_114,0.3338
r048s016_98,0.5942
r009s123_56,0.7500
r047s001_134,0.5180
r009s024_99,0.6436
r004s010_119,0.4091
r001s034_78,0.5412
r011s029_77,0.6524
r002s006_95,0.1293
r047s013_106,0.6842
r027s048_89,0.6034
r005s076_85,0.6471
r002s009_117,0.2539
r040s024_147,0.2446
r048s018_133,0.7374
r003s012_90,0.5018
r010s027_117,0.7500
r031s033_143,0.4425
r004s020_114,0.5677
r001s016_82,0.6667
r009s090_50,0.5333
r031s033_124,0.4828
r048s004_105,0.3536
r034s008_68,0.4857
r038s056_64,0.3125
r005s074_62,0.6667
r038s047_70,0.4917
r003s008_57,0.5113
r038s047_112,0.6917
r031s036_80,0.6000
r003s001_112,0.4198
r004s002_52,0.5529
r034s010_68,0.7179
r031s032_84,0.5167
r017s104_111,0.4374
r034s012_20,0.4167
r052s021_148,0.5180
r038s043_91,0.2445
r047s041_95,0.5806
r009s095_105,0.6825
r038s067_34,0.7525
r011s008_95,0.4839
r038s056_63,0.4182
r042s025_50,0.6369
r029s009_68,0.5205
r034s026_92,0.5528
r038s036_87,0.3461
r009s037_67,0.4747
r038s036_63,0.4075
r042s008_137,0.7947
r052s007_41,0.5244
r028s002_46,0.4652
r004s020_72,0.7119
r001s029_102,0.6034
r038s033_106,0.5714
r011s012_66,0.6190
r040s067_47,0.5617
r047s013_61,0.8889
r009s085_85,0.0000
r004s002_120,0.8333
r019s004_12,0.5915
r047s048_32,0.3333
r042s025_135,0.5823
r034s014_107,0.4688
r040s054_94,0.5294
r009s074_74,0.6250
r001s029_72,0.7000
r047s050_86,0.3153
r031s004_113,0.5714
r052s019_102,0.5028
r015s018_43,0.6962
r052s019_122,0.2358
r027s047_80,0.5667
r048s018_64,0.9286
r031s022_70,0.6678
r038s023_80,0.6705
r027s047_63,0.4873
r003s010_33,0.5625
r034s026_64,0.7331
r047s016_106,0.6436
r034s014_80,0.4352
r048s008_87,0.3560
r009s063_42,0.0000
r048s004_51,0.6032
r017s106_53,0.5599
r038s022_108,0.3347
r031s001_114,0.6068
r034s048_84,0.4286
r035s012_90,0.6833
r034s007_74,0.6915
r034s013_53,0.7708
r048s016_70,0.5305
r004s024_82,0.4225
r031s022_88,0.6159
r042s018_73,0.5330
r010s032_88,0.3636
r004s015_38,0.6429
r001s012_124,1.0000
r023s017_148,0.5996
r031s012_70,0.6952
r052s014_90,0.4451
r038s071_73,0.6279
r038s084_87,0.5936
r040s086_109,0.7138
r009s096_93,0.6049
r010s027_118,0.8125
r009s032_74,0.3923
r001s039_84,0.6154
r002s001_117,0.6940
r009s123_103,0.4932
r009s051_97,0.4245
r038s061_93,0.7009
r009s118_83,0.0345
r003s012_85,0.4870
r048s016_138,0.5476
r040s044_67,0.5780
r040s045_94,0.4814
r001s024_91,0.6731
r001s010_42,0.3235
r048s004_78,0.5025
r052s019_108,0.4521
r031s005_116,1.0000
r015s026_89,0.6257
r031s020_138,0.2799
r004s020_124,0.4552
r010s006_76,0.6875
r005s031_57,0.6080
r040s063_37,0.6020
r048s018_144,0.4880
r048s008_39,0.4015
r009s058_95,0.4556
r035s006_100,0.5948
r042s025_76,0.7065
r009s029_71,0.4094
r031s005_64,0.6000
r048s004_84,0.4248
r038s071_95,0.4542
r019s004_18,0.5758
r028s009_75,0.5340
r004s010_112,0.0653
r040s054_86,0.5028
r035s012_64,0.4148
r038s061_113,0.7811
r050s005_17,0.6800
r004s020_56,0.6000
r005s070_83,0.6562
r040s067_67,0.5454
r009s055_120,1.0000
r052s016_61,0.4292
r038s078_85,0.6676
r009s007_111,0.1538
r028s009_90,0.4118
r042s008_108,0.6232
r047s050_80,0.4555
r040s075_67,0.4811
r052s031_69,0.4815
r009s088_107,0.2831
r038s061_83,0.6603
r009s034_59,0.8667
r002s005_74,0.7603
r048s016_58,0.4252
r042s025_98,0.5362
r046s011_100,0.1227
r028s008_132,0.6552
r027s048_120,0.5037
r047s001_116,0.4540
r005s068_121,0.6004
r018s007_110,0.3493
r005s075_60,0.7569
r001s001_76,0.7592
r015s027_75,0.2056
r042s018_137,0.7145
r042s018_67,0.4398
r048s043_74,0.5823
r004s025_67,0.6857
r031s036_97,0.3285
r034s039_106,0.4872
r052s014_49,0.4198
r038s016_75,0.3089
r009s064_101,0.7857
r009s037_77,0.6653
r011s029_80,0.5466
r052s019_6,0.5755
r031s031_76,0.0000
r038s014_116,0.5817
r024s002_128,0.4280
r031s027_82,0.3704
r038s071_54,0.3183
r052s019_80,0.6071
r048s016_50,0.6116
r049s007_75,0.6734
r031s028_67,0.4805
r040s037_112,0.0254
r011s010_104,0.8182
r001s016_97,0.8333
r001s001_58,0.6257
r035s006_88,0.4489
r011s029_83,0.5023
r009s060_77,0.8333
r001s039_89,0.5435
r034s007_76,0.5728
r019s010_65,0.5538
r038s016_78,0.3554
r009s008_46,0.6473
r023s017_150,0.5731
r023s008_114,0.6951
r009s041_39,0.7130
r050s009_82,0.7500
r014s004_133,0.5556
r010s021_93,0.6864
r052s031_40,0.6111
r009s103_111,0.5235
r048s043_59,0.7910
r031s001_107,0.6934
r028s002_56,0.3885
r031s027_92,0.6000
r047s050_76,0.3892
r038s097_105,0.6193
r047s044_75,0.5846
r047s038_102,0.2636
r027s050_73,0.6000
r009s025_38,0.4603
r010s023_75,0.6250
r003s012_110,0.1417
r048s008_110,0.4487
r027s048_114,0.5471
r009s053_91,0.6917
r038s097_110,0.6871
r049s024_44,0.3451
r004s004_86,0.6522
r038s056_56,0.5333
r003s008_112,0.6123
r011s012_59,0.5593
r011s015_100,0.3155
r046s007_100,0.8000
r048s038_84,0.5291
r048s018_139,0.5236
r028s007_135,0.4652
r028s002_39,0.7692
r010s007_76,0.6471
r048s018_119,0.7966
r018s012_98,0.0682
r035s013_61,0.1637
r040s010_115,0.3648
r004s019_43,0.5697
r009s103_59,0.7500
r004s004_70,0.7221
r015s001_89,0.6828
r031s029_88,0.7829
r004s028_105,0.4307
r034s015_88,0.4023
r038s071_104,0.3881
r040s044_113,0.6181
r001s034_73,0.7662
r038s078_92,0.6648
r031s019_133,0.5080
r034s013_78,0.4838
r031s014_83,0.5333
r009s067_41,0.7368
r004s028_79,0.5851
r019s004_120,0.5554
r005s026_68,0.7273
r017s104_142,0.2549
r040s045_84,0.3750
r001s009_138,0.6771
r047s038_62,0.5557
r042s033_115,0.5280
r002s001_109,0.7022
r001s020_61,0.0106
r001s030_67,0.7000
r001s024_86,0.5333
r001s006_48,0.6912
r040s075_103,0.5006
r052s032_86,0.6320
r017s104_50,0.6222
r001s010_116,0.7139
r001s012_94,0.2406
r011s012_78,0.7989
r038s014_124,0.6524
r009s054_88,0.3913
r001s020_96,0.0666
r009s032_75,0.6009
r009s063_56,0.5220
r047s031_114,0.0557
r047s031_98,0.3460
r009s124_113,0.7389
r017s116_77,0.3586
r028s002_95,0.3536
r009s032_106,0.6173
r011s008_75,0.8000
r052s031_19,0.7000
r047s038_52,0.4487
r048s018_74,0.6398
r047s041_70,0.6658
r018s012_141,0.4200
r009s029_70,0.4682
r005s074_121,0.5949
r009s085_50,0.2727
r042s018_70,0.5207
r004s020_73,0.6921
r034s022_75,0.6471
r001s010_46,0.2429
r023s008_93,0.6247
r001s010_105,0.5718
r002s008_95,0.4707
r001s004_153,0.3333
r004s020_138,0.4031
r029s007_62,0.3712
r031s005_100,0.5417
r009s085_103,0.6473
r002s005_80,0.6769
r040s064_81,0.7102
r011s010_73,0.1000
r024s018_84,0.3274
r040s075_119,0.5084
r009s021_89,0.6543
r028s007_78,0.8000
r031s005_72,0.5778
r001s029_73,0.7000
r052s014_72,0.5465
r017s104_84,0.6516
r034s012_25,0.4205
r011s030_85,0.5462
r011s032_77,1.0000
r042s018_97,0.6839
r009s060_112,0.5000
r048s012_117,0.5300
r047s027_70,0.6240
r024s005_121,0.5422
r011s014_91,0.8000
r001s016_72,0.7701
r048s004_82,0.4675
r001s017_102,0.2547
r034s014_64,0.3333
r004s011_110,0.4543
r047s038_46,0.2483
r028s007_110,0.7200
r048s016_78,0.4913
r009s022_36,0.6190
r031s033_82,0.6067
r038s061_135,0.7901
r009s055_117,0.7245
r034s047_69,1.0000
r009s078_68,0.5870
r004s019_51,0.4658
r035s012_77,0.4784
r004s029_71,0.5078
r028s007_91,0.6859
r038s078_81,0.6635
r042s035_107,0.4754
r019s009_92,0.5675
r031s005_89,0.7692
r019s004_148,0.3559
r031s028_93,0.6076
r052s019_114,0.3659
r009s025_46,0.5294
r017s106_127,0.2754
r038s047_106,0.5081
r047s001_132,0.4843
r001s010_126,0.5491
r004s020_129,0.4392
r031s029_102,0.7953
r052s014_58,0.5305
r038s043_104,0.3198
r034s003_25,0.6839
r009s090_85,0.7917
r005s031_53,0.6207
r028s002_64,0.2797
r002s009_81,0.5039
r001s008_67,0.6575
r028s007_70,0.8571
r009s103_66,0.5486
r031s036_93,0.3798
r009s075_49,0.5938
r002s005_94,0.5241
r048s008_74,0.5303
r011s014_79,0.6941
r031s032_97,0.7500
r024s018_77,0.3399
r027s032_64,0.7500
r005s070_90,0.6094
r027s048_47,0.8750
r050s003_41,0.7143
r009s051_99,0.8300
r038s084_85,0.5427
r004s003_53,0.0601
r011s032_82,0.7778
r038s061_103,0.8006
r009s024_87,0.5741
r031s033_95,0.5371
r024s011_85,0.5037
r004s015_50,0.5793
r009s121_31,0.5135
r005s031_84,0.6166
r042s021_95,0.5673
r038s078_105,0.7661
r038s067_112,0.7667
r034s003_35,0.6273
r005s048_32,0.8000
r005s081_110,0.4355
r040s047_125,0.5101
r031s004_116,0.9167
r019s004_143,0.4726
r023s017_111,0.0010
r042s018_143,0.7714
r005s081_100,0.2548
r038s018_104,0.6715
r027s013_80,0.6903
r048s008_96,0.4089
r042s011_71,1.0000
r048s006_60,0.4874
r031s035_82,0.5912
r031s028_115,0.6774
r050s003_39,0.8333
r019s008_62,0.1700
r028s002_91,0.3665
r031s036_96,0.3038
r040s037_73,0.5462
r019s009_95,0.1977
r001s010_58,0.0564
r034s007_60,0.6507
r031s005_83,0.4615
r004s019_29,0.5882
r042s008_86,0.6787
r019s004_156,0.6528
r004s015_100,0.4516
r009s067_117,0.5568
r001s018_67,0.6667
r047s031_79,0.3304
r038s035_71,0.5247
r029s007_77,0.3743
r050s008_72,1.0000
r001s013_130,0.3391
r038s047_74,0.5706
r034s047_83,0.7051
r038s014_142,0.6232
r048s038_73,0.4550
r052s016_72,0.4043
r017s104_100,0.0664
r009s041_45,0.3929
r048s018_80,0.1540
r040s075_136,0.5536
r004s019_124,0.7385
r004s002_115,0.6648
r047s001_98,0.5736
r048s008_95,0.3598
r009s051_93,0.3229
r023s017_151,0.5946
r038s033_103,0.2763
